Order_ID,Order_Date,Month,Quarter,Year,Week_Number,Region,City,Product_Category,Product_Name,Units_Sold,Unit_Price,Discount_Percentage,Sales_Amount,Marketing_Spend,Stock_Available,Reorder_Level,Previous_Month_Sales,Forecasted_Sales,Actual_Sales,Forecast_Error_Percentage,Demand_Level,Stock_Risk,Season
ORD100275,31-03-2025,March,Q1,2025,14,North,Delhi,Home Appliances,Microwave,482,9000,13.88,3735885.6,67613,390,100,3330836.2,3533360.9,3429043.18,2.95,Medium Demand,Stockout Risk,Spring
ORD100276,14-04-2024,April,Q2,2024,15,North,Pune,Home Appliances,Refrigerator,190,35000,7.65,6141275,22451,685,100,5081073.8,5611174.4,6219012.75,10.83,Low Demand,Overstocked,Summer
ORD100277,16-09-2025,September,Q3,2025,38,South,Chennai,Home Appliances,Air Conditioner,268,45000,12.56,10545264,24840,1786,100,11034884.88,10790074.44,10423748.54,3.4,Medium Demand,Overstocked,Monsoon
ORD100278,10-08-2024,August,Q3,2024,32,North,Mumbai,Furniture,Office Chair,653,8000,14.6,4461296,51076,1858,100,4130274.38,4295785.19,4139931.17,3.63,High Demand,Overstocked,Monsoon
ORD100279,10-10-2024,October,Q4,2024,41,North,Hyderabad,Office Supplies,Paper Ream,901,350,5.7,297375.05,95502,209,100,338756.82,318065.93,306796.21,3.54,High Demand,Stockout Risk,Festive
ORD100280,04-11-2024,November,Q4,2024,45,South,Jaipur,Office Supplies,Paper Ream,331,350,5.91,109003.26,12152,1080,100,108780.36,108891.81,100560.82,7.65,Medium Demand,Overstocked,Festive
ORD100281,26-05-2025,May,Q2,2025,22,Central,Mumbai,Office Supplies,Notebook,419,200,18.68,68146.16,22299,1684,100,77981.4,73063.78,69078.13,5.46,Medium Demand,Overstocked,Summer
ORD100282,09-01-2025,January,Q1,2025,2,Central,Bangalore,Fashion,Shoes,67,3000,11.75,177382.5,6807,1173,100,157213.61,167298.05,192374.13,14.99,Low Demand,Overstocked,Winter
ORD100283,11-02-2025,February,Q1,2025,7,Central,Ahmedabad,Office Supplies,Pen Set,483,500,14.04,207593.4,15803,2297,100,210720.2,209156.8,193173.15,7.64,Medium Demand,Overstocked,Spring
ORD100284,26-03-2024,March,Q1,2024,13,East,Mumbai,Office Supplies,Notebook,209,200,10.73,37314.86,56213,370,100,34481.46,35898.16,36848.32,2.65,Medium Demand,Overstocked,Spring
ORD100285,01-09-2024,September,Q3,2024,35,North,Hyderabad,Electronics,Printer,168,12000,9.07,1833148.8,84800,325,100,1693308.92,1763228.86,1921760.83,8.99,Low Demand,Overstocked,Monsoon
ORD100286,28-06-2024,June,Q2,2024,26,North,Delhi,Furniture,Bookshelf,61,10000,3.28,589992,50443,2242,100,594056.54,592024.27,628047.29,6.08,Low Demand,Overstocked,Summer
ORD100287,22-09-2024,September,Q3,2024,38,South,Pune,Furniture,Bookshelf,325,10000,14.66,2773550,20473,220,100,2590507.93,2682028.96,2734345.63,1.95,Medium Demand,Stockout Risk,Monsoon
ORD100288,20-06-2025,June,Q2,2025,25,North,Ahmedabad,Office Supplies,Paper Ream,128,350,9.92,40355.84,71949,1575,100,33179.59,36767.71,43256.29,17.65,Low Demand,Overstocked,Summer
ORD100289,19-06-2024,June,Q2,2024,25,East,Bangalore,Home Appliances,Microwave,637,9000,13.48,4960191.6,20117,1035,100,5437917.5,5199054.55,4466720.5,14.09,High Demand,Healthy Stock,Summer
ORD100290,13-01-2024,January,Q1,2024,2,South,Delhi,Fashion,T-Shirt,442,1200,18.4,432806.4,28456,244,100,441958.49,437382.45,468638.24,7.15,Medium Demand,Stockout Risk,Winter
ORD100291,02-11-2025,November,Q4,2025,44,West,Hyderabad,Home Appliances,Microwave,660,9000,6.4,5559840,15208,2441,100,5276973.5,5418406.75,5562109.46,2.65,High Demand,Overstocked,Festive
ORD100292,23-02-2024,February,Q1,2024,8,South,Hyderabad,Office Supplies,Notebook,460,200,1.38,90730.4,65960,1256,100,100657.3,95693.85,87295.31,8.78,Medium Demand,Overstocked,Spring
ORD100293,29-03-2024,March,Q1,2024,13,Central,Chennai,Electronics,Tablet,255,18000,5.83,4322403,44834,1093,100,4260033.65,4291218.33,4401668.03,2.57,Medium Demand,Overstocked,Spring
ORD100294,20-05-2025,May,Q2,2025,21,South,Jaipur,Furniture,Office Chair,56,8000,18.65,364448,8133,1054,100,370504.43,367476.21,374356.75,1.87,Low Demand,Overstocked,Summer
ORD100295,11-12-2025,December,Q4,2025,50,North,Pune,Electronics,Printer,364,12000,2.08,4277145.6,74443,1075,100,4139961.87,4208553.73,4671656.73,11,Medium Demand,Overstocked,Winter
ORD100296,25-05-2024,May,Q2,2024,21,East,Mumbai,Electronics,Mobile,582,25000,8.26,13348170,53823,1977,100,15881945.21,14615057.61,12240011.38,16.25,High Demand,Overstocked,Summer
ORD100297,07-04-2024,April,Q2,2024,14,Central,Bangalore,Fashion,Shoes,656,3000,11.36,1744435.2,62014,635,100,1560761.34,1652598.27,1661048.04,0.51,High Demand,Healthy Stock,Summer
ORD100298,18-11-2024,November,Q4,2024,47,West,Pune,Home Appliances,Refrigerator,421,35000,18.87,11954505.5,22840,2494,100,10084690.94,11019598.22,11011672.18,0.07,Medium Demand,Overstocked,Festive
ORD100299,05-04-2025,April,Q2,2025,14,West,Pune,Fashion,Shoes,598,3000,7.17,1665370.2,32215,1951,100,1537674.75,1601522.48,1587100.44,0.9,High Demand,Overstocked,Summer
ORD100300,02-05-2024,May,Q2,2024,18,North,Bangalore,Home Appliances,Air Conditioner,804,45000,16.72,30130704,47964,707,100,25203886.8,27667295.4,28613434.97,3.42,High Demand,Healthy Stock,Summer
ORD100301,30-12-2024,December,Q4,2024,1,West,Jaipur,Electronics,Tablet,316,18000,16.4,4755168,27789,227,100,5615086.13,5185127.06,5092405.76,1.79,Medium Demand,Stockout Risk,Winter
ORD100302,23-07-2025,July,Q3,2025,30,Central,Hyderabad,Electronics,Printer,154,12000,16.08,1550841.6,23322,597,100,1248090.6,1399466.1,1653312.63,18.14,Low Demand,Overstocked,Monsoon
ORD100303,15-08-2024,August,Q3,2024,33,South,Hyderabad,Fashion,T-Shirt,695,1200,18.75,677625,16015,2485,100,700967.49,689296.24,734197.01,6.51,High Demand,Overstocked,Monsoon
ORD100304,17-03-2024,March,Q1,2024,11,North,Mumbai,Furniture,Bookshelf,504,10000,16.19,4224024,17055,1458,100,3586243.11,3905133.55,4597664.83,17.73,High Demand,Overstocked,Spring
ORD100305,21-02-2024,February,Q1,2024,8,South,Lucknow,Fashion,Jacket,454,4500,9.92,1840334.4,55165,1847,100,1599476.74,1719905.57,1735330.85,0.9,Medium Demand,Overstocked,Spring
ORD100306,10-07-2024,July,Q3,2024,28,East,Ahmedabad,Fashion,Shoes,85,3000,12.28,223686,85868,1106,100,236863.65,230274.83,223636.41,2.88,Low Demand,Overstocked,Monsoon
ORD100307,17-07-2025,July,Q3,2025,29,West,Delhi,Electronics,Tablet,442,18000,2.74,7738005.6,31143,2253,100,6961567.17,7349786.38,8502655.62,15.69,Medium Demand,Overstocked,Monsoon
ORD100308,10-07-2025,July,Q3,2025,28,North,Kolkata,Home Appliances,Refrigerator,607,35000,15.63,17924406.5,50093,2416,100,17941565.57,17932986.04,17524266.62,2.28,High Demand,Overstocked,Monsoon
ORD100309,03-07-2024,July,Q3,2024,27,North,Pune,Office Supplies,Notebook,80,200,17.92,13132.8,41822,339,100,14754.2,13943.5,13058.43,6.35,Low Demand,Overstocked,Monsoon
ORD100310,01-01-2025,January,Q1,2025,1,Central,Hyderabad,Furniture,Office Chair,303,8000,13.14,2105486.4,39934,2285,100,2371860.04,2238673.22,2281193.23,1.9,Medium Demand,Overstocked,Winter
ORD100311,27-02-2024,February,Q1,2024,9,South,Lucknow,Fashion,T-Shirt,227,1200,3.52,262811.52,82662,1402,100,295001.75,278906.64,273199.23,2.05,Medium Demand,Overstocked,Spring
ORD100312,28-08-2025,August,Q3,2025,35,North,Pune,Office Supplies,Paper Ream,195,350,11.26,60565.05,29672,2116,100,61585.56,61075.31,56635.07,7.27,Low Demand,Overstocked,Monsoon
ORD100313,08-02-2024,February,Q1,2024,6,North,Delhi,Furniture,Bookshelf,274,10000,0.4,2729040,67650,102,100,2545358.14,2637199.07,2791335.67,5.84,Medium Demand,Stockout Risk,Spring
ORD100314,13-05-2024,May,Q2,2024,20,East,Bangalore,Home Appliances,Microwave,72,9000,2.95,628884,97365,680,100,697901.88,663392.94,672463.26,1.37,Low Demand,Overstocked,Summer
ORD100315,08-01-2025,January,Q1,2025,2,North,Pune,Fashion,Jacket,181,4500,6.45,761964.75,25644,1889,100,850914.24,806439.49,832166.41,3.19,Low Demand,Overstocked,Winter
ORD100316,26-10-2025,October,Q4,2025,43,East,Bangalore,Office Supplies,Paper Ream,927,350,4.46,309979.53,82194,818,100,294900.16,302439.84,324486.26,7.29,High Demand,Stockout Risk,Festive
ORD100317,28-10-2024,October,Q4,2024,44,South,Bangalore,Electronics,Printer,791,12000,12.05,8348214,85134,1004,100,8814534.46,8581374.23,7687219.5,10.42,High Demand,Healthy Stock,Festive
ORD100318,23-05-2025,May,Q2,2025,21,South,Pune,Electronics,Mobile,405,25000,19.65,8135437.5,27005,463,100,9182181.31,8658809.41,8412082.35,2.85,Medium Demand,Healthy Stock,Summer
ORD100319,09-12-2024,December,Q4,2024,50,West,Delhi,Home Appliances,Microwave,305,9000,13.86,2364543,50938,1151,100,2636011.46,2500277.23,2468778.48,1.26,Medium Demand,Overstocked,Winter
ORD100320,19-02-2024,February,Q1,2024,8,West,Chennai,Fashion,Shoes,473,3000,9.86,1279086.6,54638,1538,100,1302634.06,1290860.33,1177125.12,8.81,Medium Demand,Overstocked,Spring
ORD100321,05-05-2025,May,Q2,2025,19,Central,Hyderabad,Furniture,Desk,125,15000,15.98,1575375,9379,1307,100,1272952.15,1424163.57,1500112.31,5.33,Low Demand,Overstocked,Summer
ORD100322,17-04-2024,April,Q2,2024,16,North,Pune,Furniture,Desk,214,15000,14.64,2740056,76702,481,100,2562446.21,2651251.1,3005992.74,13.38,Medium Demand,Overstocked,Summer
ORD100323,09-05-2025,May,Q2,2025,19,North,Kolkata,Furniture,Bookshelf,494,10000,3.14,4784884,18272,1456,100,4221321.27,4503102.63,4488206.13,0.33,Medium Demand,Overstocked,Summer
ORD100324,14-12-2025,December,Q4,2025,50,Central,Jaipur,Home Appliances,Air Conditioner,338,45000,5.95,14305005,17571,303,100,13692191.26,13998598.13,14447089.84,3.2,Medium Demand,Stockout Risk,Winter
ORD100325,17-05-2025,May,Q2,2025,20,South,Delhi,Home Appliances,Microwave,487,9000,1.75,4306297.5,91772,2067,100,3788981.64,4047639.57,3897832.86,3.7,Medium Demand,Overstocked,Summer
ORD100326,23-06-2024,June,Q2,2024,25,East,Mumbai,Fashion,Shoes,365,3000,15.7,923085,66727,2103,100,1068887.19,995986.09,879700.82,11.68,Medium Demand,Overstocked,Summer
ORD100327,19-10-2025,October,Q4,2025,42,Central,Kolkata,Furniture,Desk,574,15000,8.92,7841988,39510,1901,100,7732381.96,7787184.98,7412627.05,4.81,High Demand,Overstocked,Festive
ORD100328,02-10-2024,October,Q4,2024,40,Central,Delhi,Furniture,Bookshelf,188,10000,6.88,1750656,75968,1795,100,2080273.39,1915464.69,1782072.03,6.96,Low Demand,Overstocked,Festive
ORD100329,20-07-2025,July,Q3,2025,29,North,Kolkata,Office Supplies,Pen Set,598,500,13.74,257917.4,67236,2445,100,297291.47,277604.43,256692.93,7.53,High Demand,Overstocked,Monsoon
ORD100330,21-03-2024,March,Q1,2024,12,West,Delhi,Office Supplies,Paper Ream,579,350,16.01,170205.73,93805,703,100,144353.65,157279.69,178960.73,13.79,High Demand,Healthy Stock,Spring
ORD100331,26-06-2024,June,Q2,2024,26,South,Hyderabad,Furniture,Office Chair,93,8000,8.47,680983.2,94538,1883,100,599788.01,640385.6,724915.34,13.2,Low Demand,Overstocked,Summer
ORD100332,31-05-2024,May,Q2,2024,22,Central,Ahmedabad,Home Appliances,Air Conditioner,143,45000,11.13,5718784.5,77358,1435,100,6534567.23,6126675.87,5741302.99,6.29,Low Demand,Overstocked,Summer
ORD100333,13-01-2024,January,Q1,2024,2,Central,Lucknow,Office Supplies,Pen Set,165,500,8.29,75660.75,24424,2420,100,78322.01,76991.38,79570.56,3.35,Low Demand,Overstocked,Winter
ORD100334,12-04-2024,April,Q2,2024,15,North,Lucknow,Electronics,Tablet,598,18000,17.6,8869536,58856,1181,100,8454595.95,8662065.97,8843964.76,2.1,High Demand,Overstocked,Summer
ORD100335,15-09-2025,September,Q3,2025,38,West,Delhi,Furniture,Desk,462,15000,2.88,6730416,84777,1745,100,5488741.83,6109578.92,7254815.3,18.74,Medium Demand,Overstocked,Monsoon
ORD100336,05-12-2024,December,Q4,2024,49,South,Delhi,Fashion,T-Shirt,431,1200,0.4,515131.2,44722,1373,100,469871.08,492501.14,514267.76,4.42,Medium Demand,Overstocked,Winter
ORD100337,13-12-2025,December,Q4,2025,50,North,Hyderabad,Furniture,Desk,503,15000,15.48,6377034,47056,1203,100,6960658.66,6668846.33,6510925.1,2.37,High Demand,Overstocked,Winter
ORD100338,01-04-2024,April,Q2,2024,14,South,Chennai,Furniture,Desk,546,15000,15.19,6945939,54009,330,100,6988363.97,6967151.48,6472187.68,7.1,High Demand,Stockout Risk,Summer
ORD100339,14-11-2024,November,Q4,2024,46,Central,Kolkata,Furniture,Bookshelf,792,10000,3.86,7614288,31309,336,100,6851306.68,7232797.34,7547965.52,4.36,High Demand,Stockout Risk,Festive
ORD100340,04-01-2025,January,Q1,2025,1,South,Ahmedabad,Home Appliances,Refrigerator,567,35000,7.94,18269307,21236,225,100,16383462.13,17326384.57,18228335.3,5.21,High Demand,Stockout Risk,Winter
ORD100341,01-04-2025,April,Q2,2025,14,South,Chennai,Office Supplies,Paper Ream,408,350,6.88,132975.36,38903,470,100,121543.17,127259.26,129958.57,2.12,Medium Demand,Healthy Stock,Summer
ORD100342,15-06-2024,June,Q2,2024,24,Central,Hyderabad,Furniture,Bookshelf,280,10000,13.55,2420600,40269,1777,100,2433459.42,2427029.71,2597124.64,7.01,Medium Demand,Overstocked,Summer
ORD100343,29-11-2025,November,Q4,2025,48,North,Chennai,Furniture,Bookshelf,304,10000,0.17,3034832,38081,1351,100,3293084.66,3163958.33,3161911.46,0.06,Medium Demand,Overstocked,Festive
ORD100344,08-10-2024,October,Q4,2024,41,West,Kolkata,Home Appliances,Refrigerator,395,35000,6.04,12989970,73241,1726,100,13428964.25,13209467.12,11710061.95,11.35,Medium Demand,Overstocked,Festive
ORD100345,09-11-2025,November,Q4,2025,45,East,Jaipur,Office Supplies,Paper Ream,438,350,2.16,149988.72,13367,1477,100,179288.17,164638.45,154206.25,6.34,Medium Demand,Overstocked,Festive
ORD100346,10-10-2024,October,Q4,2024,41,East,Ahmedabad,Furniture,Office Chair,790,8000,17.99,5183032,83647,1755,100,5515845.52,5349438.76,5370404.57,0.39,High Demand,Overstocked,Festive
ORD100347,27-01-2024,January,Q1,2024,4,West,Ahmedabad,Home Appliances,Refrigerator,464,35000,7.77,14978152,9629,2488,100,16224747.4,15601449.7,15193964.51,2.61,Medium Demand,Overstocked,Winter
ORD100348,13-07-2024,July,Q3,2024,28,East,Hyderabad,Office Supplies,Paper Ream,537,350,18.13,153874.67,93063,1568,100,154324.9,154099.79,164504.92,6.75,High Demand,Overstocked,Monsoon
ORD100349,04-11-2025,November,Q4,2025,45,Central,Bangalore,Home Appliances,Microwave,675,9000,5.17,5760922.5,78273,849,100,6790798.88,6275860.69,6221325.24,0.87,High Demand,Healthy Stock,Festive
ORD100350,01-11-2025,November,Q4,2025,44,North,Hyderabad,Home Appliances,Microwave,477,9000,17.74,3531421.8,53717,1167,100,3652296.29,3591859.04,3505826.5,2.4,Medium Demand,Overstocked,Festive
ORD100351,30-04-2024,April,Q2,2024,18,West,Delhi,Office Supplies,Paper Ream,685,350,1.42,236345.55,30499,2149,100,200403.63,218374.59,244886.97,12.14,High Demand,Overstocked,Summer
ORD100352,26-06-2025,June,Q2,2025,26,East,Kolkata,Electronics,Mobile,190,25000,19.85,3807125,49914,1776,100,4549044.73,4178084.87,4106247.1,1.72,Low Demand,Overstocked,Summer
ORD100353,13-04-2025,April,Q2,2025,15,South,Pune,Furniture,Office Chair,549,8000,6.65,4099932,28176,1383,100,4320506.65,4210219.33,3693803.81,12.27,High Demand,Overstocked,Summer
ORD100354,07-10-2024,October,Q4,2024,41,South,Bangalore,Office Supplies,Notebook,753,200,15.6,127106.4,21961,1876,100,133893.25,130499.82,124650.54,4.48,High Demand,Overstocked,Festive
ORD100355,03-05-2025,May,Q2,2025,18,West,Delhi,Electronics,Mobile,432,25000,19,8748000,47233,2275,100,7665266.02,8206633.01,9057238.55,10.36,Medium Demand,Overstocked,Summer
ORD100356,03-10-2025,October,Q4,2025,40,South,Hyderabad,Home Appliances,Refrigerator,230,35000,10.07,7239365,45123,784,100,5980546.63,6609955.81,6581622.87,0.43,Medium Demand,Overstocked,Festive
ORD100357,24-10-2024,October,Q4,2024,43,West,Jaipur,Office Supplies,Paper Ream,519,350,13.74,156691.29,22536,1503,100,187787.55,172239.42,156383.51,9.21,High Demand,Overstocked,Festive
ORD100358,11-07-2024,July,Q3,2024,28,South,Kolkata,Electronics,Mobile,279,25000,14.54,5960835,22197,965,100,6518951.84,6239893.42,6067763.84,2.76,Medium Demand,Overstocked,Monsoon
ORD100359,22-06-2024,June,Q2,2024,25,North,Pune,Electronics,Printer,311,12000,15.42,3156525.6,86675,299,100,3275115.09,3215820.34,2871150.67,10.72,Medium Demand,Healthy Stock,Summer
ORD100360,20-04-2024,April,Q2,2024,16,North,Delhi,Electronics,Printer,504,12000,7.61,5587747.2,76733,1135,100,5530520.48,5559133.84,5200099.58,6.46,High Demand,Overstocked,Summer
ORD100361,12-12-2025,December,Q4,2025,50,North,Ahmedabad,Fashion,Jacket,186,4500,5.4,791802,84381,661,100,766092.43,778947.22,854927.93,9.75,Low Demand,Overstocked,Winter
ORD100362,07-06-2025,June,Q2,2025,23,Central,Mumbai,Home Appliances,Microwave,158,9000,9.95,1280511,84823,918,100,1422882.78,1351696.89,1365408.58,1.01,Low Demand,Overstocked,Summer
ORD100363,25-07-2024,July,Q3,2024,30,East,Kolkata,Home Appliances,Microwave,90,9000,10.96,721224,32222,2068,100,672354.9,696789.45,649496.54,6.79,Low Demand,Overstocked,Monsoon
ORD100364,18-11-2025,November,Q4,2025,47,North,Mumbai,Office Supplies,Paper Ream,706,350,1.8,242652.2,72070,407,100,264351.48,253501.84,223302.65,11.91,High Demand,Stockout Risk,Festive
ORD100365,19-09-2024,September,Q3,2024,38,South,Chennai,Home Appliances,Refrigerator,525,35000,1,18191250,27898,261,100,20754387.56,19472818.78,17682676,9.19,High Demand,Stockout Risk,Monsoon
ORD100366,24-11-2025,November,Q4,2025,48,East,Kolkata,Electronics,Laptop,120,60000,2.77,7000560,89829,798,100,6520771.93,6760665.96,7552942.85,11.72,Low Demand,Overstocked,Festive
ORD100367,28-09-2025,September,Q3,2025,39,East,Mumbai,Home Appliances,Refrigerator,237,35000,2.28,8105874,57461,1969,100,7366077.11,7735975.55,7920598.83,2.39,Medium Demand,Overstocked,Monsoon
ORD100368,04-05-2025,May,Q2,2025,18,West,Bangalore,Electronics,Mobile,110,25000,19.63,2210175,25892,524,100,2135937.62,2173056.31,2250289.81,3.55,Low Demand,Overstocked,Summer
ORD100369,05-08-2025,August,Q3,2025,32,West,Bangalore,Office Supplies,Pen Set,417,500,12.23,183000.45,94714,635,100,181761.88,182381.17,182565.74,0.1,Medium Demand,Healthy Stock,Monsoon
ORD100370,25-02-2025,February,Q1,2025,9,West,Delhi,Electronics,Tablet,371,18000,0.25,6661305,93857,2249,100,7374141.16,7017723.08,6763421.48,3.62,Medium Demand,Overstocked,Spring
ORD100371,01-08-2025,August,Q3,2025,31,South,Pune,Office Supplies,Paper Ream,683,350,1.9,234508.05,91732,1118,100,232813,233660.52,242186.34,3.65,High Demand,Healthy Stock,Monsoon
ORD100372,18-10-2025,October,Q4,2025,42,West,Bangalore,Office Supplies,Paper Ream,131,350,18.69,37280.63,71265,2022,100,42527.82,39904.22,40035.04,0.33,Low Demand,Overstocked,Festive
ORD100373,17-03-2024,March,Q1,2024,11,West,Pune,Furniture,Desk,334,15000,1.01,4959399,34190,2354,100,5243706.1,5101552.55,4863461.4,4.67,Medium Demand,Overstocked,Spring
ORD100374,28-08-2024,August,Q3,2024,35,North,Chennai,Fashion,Jacket,508,4500,1.76,2245766.4,70333,1931,100,2080533.26,2163149.83,2461661.24,13.8,High Demand,Overstocked,Monsoon
ORD100375,31-10-2025,October,Q4,2025,44,North,Mumbai,Fashion,T-Shirt,114,1200,0,136800,16913,1347,100,158146.87,147473.43,138505.42,6.08,Low Demand,Overstocked,Festive
ORD100376,01-11-2025,November,Q4,2025,44,West,Pune,Home Appliances,Microwave,382,9000,6.64,3209716.8,86232,2037,100,3487881.22,3348799.01,3121959.64,6.77,Medium Demand,Overstocked,Festive
ORD100377,08-04-2025,April,Q2,2025,15,North,Mumbai,Furniture,Office Chair,399,8000,7.1,2965368,88055,1295,100,3021936.05,2993652.02,2890575.7,3.44,Medium Demand,Overstocked,Summer
ORD100378,18-04-2024,April,Q2,2024,16,North,Bangalore,Fashion,Shoes,469,3000,2.14,1376890.2,85065,902,100,1204802.83,1290846.52,1495362.31,15.84,Medium Demand,Overstocked,Summer
ORD100379,06-02-2025,February,Q1,2025,6,South,Chennai,Furniture,Bookshelf,396,10000,2.16,3874464,59325,290,100,4535643.65,4205053.83,4135964.16,1.64,Medium Demand,Stockout Risk,Spring
ORD100380,25-08-2025,August,Q3,2025,35,North,Chennai,Fashion,Jacket,653,4500,19.12,2376658.8,22647,2143,100,1905450.66,2141054.73,2488938.78,16.25,High Demand,Overstocked,Monsoon
ORD100381,20-07-2025,July,Q3,2025,29,West,Lucknow,Fashion,Jacket,231,4500,13.84,895633.2,27760,625,100,753605.11,824619.16,923849.55,12.03,Medium Demand,Overstocked,Monsoon
ORD100382,12-09-2025,September,Q3,2025,37,East,Jaipur,Fashion,T-Shirt,673,1200,18.32,659647.68,37537,1220,100,632699.75,646173.72,638916.12,1.12,High Demand,Overstocked,Monsoon
ORD100383,28-10-2024,October,Q4,2024,44,West,Bangalore,Furniture,Desk,902,15000,14.97,11504559,44179,2343,100,13164471.5,12334515.25,11992063.21,2.78,High Demand,Overstocked,Festive
ORD100384,20-07-2025,July,Q3,2025,29,South,Hyderabad,Furniture,Bookshelf,347,10000,13.73,2993569,93129,643,100,3569933.41,3281751.21,3083427.79,6.04,Medium Demand,Healthy Stock,Monsoon
ORD100385,01-07-2024,July,Q3,2024,27,Central,Jaipur,Home Appliances,Air Conditioner,168,45000,15.22,6409368,78699,2067,100,6621662.35,6515515.17,6976819.67,7.08,Low Demand,Overstocked,Monsoon
ORD100386,28-12-2025,December,Q4,2025,52,West,Jaipur,Home Appliances,Refrigerator,63,35000,10.45,1974577.5,8312,1660,100,1694445.54,1834511.52,2041813.51,11.3,Low Demand,Overstocked,Winter
ORD100387,23-07-2024,July,Q3,2024,30,East,Bangalore,Home Appliances,Air Conditioner,306,45000,2.93,13366539,13130,1308,100,11783945.61,12575242.3,13476604.66,7.17,Medium Demand,Overstocked,Monsoon
ORD100388,02-01-2025,January,Q1,2025,1,West,Mumbai,Office Supplies,Paper Ream,625,350,17.3,180906.25,89819,2398,100,172865.81,176886.03,181301.43,2.5,High Demand,Overstocked,Winter
ORD100389,13-12-2025,December,Q4,2025,50,East,Delhi,Fashion,T-Shirt,476,1200,19.13,461929.44,94803,1380,100,548002.27,504965.85,420707.06,16.69,Medium Demand,Overstocked,Winter
ORD100390,14-09-2024,September,Q3,2024,37,South,Lucknow,Fashion,Shoes,698,3000,14.09,1798955.4,89886,1606,100,1982526.35,1890740.88,1815727.11,3.97,High Demand,Overstocked,Monsoon
ORD100391,09-09-2025,September,Q3,2025,37,South,Hyderabad,Home Appliances,Refrigerator,231,35000,19.67,6494680.5,14760,865,100,7696132.09,7095406.29,6800033.73,4.16,Medium Demand,Overstocked,Monsoon
ORD100392,02-05-2024,May,Q2,2024,18,West,Delhi,Fashion,T-Shirt,619,1200,5.28,703580.16,26093,2492,100,800959.65,752269.91,634016.51,15.72,High Demand,Overstocked,Summer
ORD100393,22-04-2025,April,Q2,2025,17,South,Delhi,Furniture,Desk,661,15000,1.02,9813867,86968,1333,100,9776774.28,9795320.64,9956515.46,1.65,High Demand,Overstocked,Summer
ORD100394,01-01-2025,January,Q1,2025,1,North,Pune,Office Supplies,Notebook,238,200,10.41,42644.84,71209,752,100,41210.8,41927.82,42960.72,2.46,Medium Demand,Overstocked,Winter
ORD100395,04-04-2024,April,Q2,2024,14,East,Hyderabad,Furniture,Bookshelf,389,10000,6.62,3632482,43479,994,100,4286776.68,3959629.34,3718412.43,6.09,Medium Demand,Overstocked,Summer
ORD100396,01-05-2025,May,Q2,2025,18,Central,Delhi,Electronics,Tablet,506,18000,4.81,8669905.2,89182,1098,100,10261341.96,9465623.58,8986445.8,5.06,High Demand,Overstocked,Summer
ORD100397,24-11-2024,November,Q4,2024,47,West,Mumbai,Fashion,T-Shirt,819,1200,0.49,977984.28,72746,1635,100,983581.9,980783.09,979692.93,0.11,High Demand,Overstocked,Festive
ORD100398,13-05-2025,May,Q2,2025,20,North,Ahmedabad,Furniture,Desk,576,15000,1.65,8497440,17577,785,100,10100494.87,9298967.43,8961941.54,3.62,High Demand,Healthy Stock,Summer
ORD100399,30-06-2025,June,Q2,2025,27,North,Mumbai,Furniture,Bookshelf,694,10000,15.47,5866382,94837,1837,100,6654037.83,6260209.92,5520945.46,11.81,High Demand,Overstocked,Summer
ORD100400,20-12-2025,December,Q4,2025,51,West,Mumbai,Furniture,Office Chair,520,8000,14.34,3563456,9965,458,100,2955171.25,3259313.62,3333963.85,2.29,High Demand,Healthy Stock,Winter
ORD100401,14-09-2024,September,Q3,2024,37,Central,Mumbai,Office Supplies,Notebook,314,200,8.15,57681.8,64129,1756,100,56136.51,56909.15,52108.48,8.44,Medium Demand,Overstocked,Monsoon
ORD100402,20-11-2025,November,Q4,2025,47,North,Jaipur,Electronics,Laptop,815,60000,16.97,40601670,51884,2159,100,34205048.1,37403359.05,42931328.03,14.78,High Demand,Overstocked,Festive
ORD100403,04-11-2024,November,Q4,2024,45,Central,Mumbai,Home Appliances,Refrigerator,576,35000,13.21,17496864,67126,740,100,17731096.36,17613980.18,16224427.17,7.89,High Demand,Healthy Stock,Festive
ORD100404,04-02-2025,February,Q1,2025,6,Central,Ahmedabad,Furniture,Desk,432,15000,19.15,5239080,6461,2367,100,6024453.57,5631766.79,4863305.8,13.65,Medium Demand,Overstocked,Spring
ORD100405,12-02-2024,February,Q1,2024,7,North,Lucknow,Office Supplies,Pen Set,600,500,10.95,267150,16157,1348,100,236166.25,251658.12,280049.63,11.28,High Demand,Overstocked,Spring
ORD100406,18-12-2024,December,Q4,2024,51,South,Kolkata,Office Supplies,Notebook,214,200,3.68,41224.96,85856,1135,100,36184.4,38704.68,38597.76,0.28,Medium Demand,Overstocked,Winter
ORD100407,03-08-2025,August,Q3,2025,31,North,Jaipur,Fashion,Jacket,612,4500,1.46,2713791.6,93039,375,100,2443158.86,2578475.23,2549562.48,1.12,High Demand,Stockout Risk,Monsoon
ORD100408,17-08-2025,August,Q3,2025,33,West,Pune,Home Appliances,Microwave,290,9000,2,2557800,86201,385,100,2967169.33,2762484.67,2464586.57,10.78,Medium Demand,Healthy Stock,Monsoon
